word,label,confidence,reason
मैकअप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बुरा,correct spelling,high,in reference vocabulary
नाराज,correct spelling,high,in reference vocabulary
भाईया,correct spelling,high,in reference vocabulary
कराएं,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
घरवाले,correct spelling,high,in reference vocabulary
चुनना,correct spelling,high,in reference vocabulary
बनाएंगे,correct spelling,high,in reference vocabulary
दुकान,correct spelling,high,in reference vocabulary
सॉप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
यहां,correct spelling,high,in reference vocabulary
दुकानदार,correct spelling,high,in reference vocabulary
डिस्काउंट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिश्तेदार,correct spelling,high,in reference vocabulary
तैयारी,correct spelling,high,in reference vocabulary
ज्ञान,correct spelling,high,in reference vocabulary
दुल्हन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सजाने,correct spelling,high,in reference vocabulary
रिश्तेदारो,correct spelling,high,in reference vocabulary
मामा,correct spelling,high,in reference vocabulary
रिश्तेदारों,correct spelling,high,in reference vocabulary
मेंनटेन,correct spelling,high,in reference vocabulary
अनुभवों,correct spelling,high,in reference vocabulary
आइडिया,correct spelling,high,in reference vocabulary
लेना,correct spelling,high,in reference vocabulary
आस,correct spelling,high,in reference vocabulary
पड़ोस,correct spelling,high,in reference vocabulary
बुजुर्ग,correct spelling,high,in reference vocabulary
क्या-,incorrect spelling,low,non-standard characters
हल्दी,correct spelling,high,in reference vocabulary
ते,correct spelling,high,in reference vocabulary
कौनकौन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
काट,correct spelling,high,in reference vocabulary
थैंक्यू,correct spelling,high,Known English loanword correctly transcribed in Devanagari
परिवार,correct spelling,high,in reference vocabulary
कितनी,correct spelling,high,in reference vocabulary
होटल,correct spelling,high,in reference vocabulary
इंतजाम,correct spelling,high,in reference vocabulary
तैयारियाँ,correct spelling,high,in reference vocabulary
डांडिया,correct spelling,high,in reference vocabulary
रास,correct spelling,high,in reference vocabulary
शारी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कितने,correct spelling,high,in reference vocabulary
लेगा,correct spelling,high,in reference vocabulary
मंडप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सोचा,correct spelling,high,in reference vocabulary
मत,correct spelling,high,in reference vocabulary
कलिए,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हं,correct spelling,high,in reference vocabulary
तैयार,correct spelling,high,in reference vocabulary
वालों,correct spelling,high,in reference vocabulary
मुहूर्त,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मेन्यू,correct spelling,high,in reference vocabulary
अंभी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भाईबहन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खानेपीने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
करलो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
डाइनर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
तै,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आँ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जेसे,correct spelling,high,in reference vocabulary
इसके,correct spelling,high,in reference vocabulary
सोना,correct spelling,high,in reference vocabulary
डिसेंट,correct spelling,high,in reference vocabulary
हु,correct spelling,high,in reference vocabulary
मिलकर,correct spelling,high,in reference vocabulary
मेहंदी,correct spelling,high,in reference vocabulary
हम्,correct spelling,medium,in reference vocabulary; misspelling patterns: halant at word end
तारीक,correct spelling,high,in reference vocabulary
रखेंगे,correct spelling,high,in reference vocabulary
हम्मम,correct spelling,high,in reference vocabulary
खत्म,correct spelling,high,in reference vocabulary
हुं,correct spelling,high,in reference vocabulary
बिल,correct spelling,high,in reference vocabulary
मेडम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अवाज,correct spelling,high,in reference vocabulary
सुनाई,correct spelling,high,in reference vocabulary
त्यौहार,correct spelling,high,in reference vocabulary
होली,correct spelling,high,in reference vocabulary
त्योहार,correct spelling,high,in reference vocabulary
मेला,correct spelling,high,in reference vocabulary
होलिका,correct spelling,high,in reference vocabulary
मिठाई,correct spelling,high,in reference vocabulary
तीसरे,correct spelling,high,in reference vocabulary
चौथे,correct spelling,high,in reference vocabulary
गाम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मेले,correct spelling,high,in reference vocabulary
फ्रेंड्स,correct spelling,high,in reference vocabulary
बाते,correct spelling,high,in reference vocabulary
ह्म्म्म्म,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रस्म,correct spelling,high,in reference vocabulary
निभाई,correct spelling,high,in reference vocabulary
रश्म,correct spelling,high,in reference vocabulary
बिठाते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चारपांच,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
घुमाते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
घरों,correct spelling,high,in reference vocabulary
उधरउधर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पांच,correct spelling,high,in reference vocabulary
बंदोलि,correct spelling,high,in reference vocabulary
छठे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बारात,correct spelling,high,in reference vocabulary
वापस,correct spelling,high,in reference vocabulary
सभा,correct spelling,high,in reference vocabulary
तीसरा,correct spelling,high,in reference vocabulary
सत्र,correct spelling,high,in reference vocabulary
उत्सव,correct spelling,high,in reference vocabulary
अन्य,correct spelling,high,in reference vocabulary
टूर्नामेंट,correct spelling,high,in reference vocabulary
ट्रॉपिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कर्नाटक,correct spelling,high,in reference vocabulary
कनाडा,correct spelling,high,in reference vocabulary
ऊं,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हमारी,correct spelling,high,in reference vocabulary
पीड़ी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
संस्कृतियां,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ख्याल,correct spelling,high,in reference vocabulary
फीड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रतिहार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मेरको,correct spelling,high,in reference vocabulary
बांतों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पा,correct spelling,high,in reference vocabulary
रहें,correct spelling,high,in reference vocabulary
बातों,correct spelling,high,in reference vocabulary
प्लीज,correct spelling,high,Known English loanword correctly transcribed in Devanagari
रिप्लाई,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
परंपराओं,correct spelling,high,in reference vocabulary
परंपराएं,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फर्स्ट,correct spelling,high,in reference vocabulary
पॉइंट,correct spelling,high,in reference vocabulary
दिपावली,correct spelling,high,in reference vocabulary
सजाते,correct spelling,high,in reference vocabulary
रंगोलियां,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिश्ते,correct spelling,high,in reference vocabulary
बुलाते,correct spelling,high,in reference vocabulary
साफ,correct spelling,high,in reference vocabulary
सफाई,correct spelling,high,in reference vocabulary
दिवाल,correct spelling,high,in reference vocabulary
मानना,correct spelling,high,in reference vocabulary
हिंदू,correct spelling,high,in reference vocabulary
अअ,correct spelling,high,in reference vocabulary
तेवहार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लगाना,correct spelling,high,in reference vocabulary
फील,correct spelling,high,in reference vocabulary
साझा,correct spelling,high,in reference vocabulary
करिए,correct spelling,high,in reference vocabulary
हटके,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रॉपर,correct spelling,high,Known English loanword correctly transcribed in Devanagari
हैंनॉर्मल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रस्में,correct spelling,high,in reference vocabulary
रसम,correct spelling,high,in reference vocabulary
करिये,correct spelling,high,in reference vocabulary
हूह,correct spelling,high,in reference vocabulary
रखिये,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
छेत्र,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
स्थानों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
तुला,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भिन्न,correct spelling,high,in reference vocabulary
हिंदूओं,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
तेलगू,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शादियों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
साउथ,correct spelling,high,in reference vocabulary
कोड,correct spelling,high,in reference vocabulary
हिंदुओं,correct spelling,high,in reference vocabulary
लड़कियों,correct spelling,high,in reference vocabulary
तुलने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आनंद,correct spelling,high,in reference vocabulary
सॉरी,correct spelling,high,Known English loanword correctly transcribed in Devanagari
डेटा,correct spelling,high,in reference vocabulary
पूछ,correct spelling,high,in reference vocabulary
विभिन्न,correct spelling,high,in reference vocabulary
समुदाए,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मनाते,correct spelling,high,in reference vocabulary
मुस्लिमों,correct spelling,high,in reference vocabulary
मुस्लिम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ईद,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मनाया,correct spelling,high,in reference vocabulary
काउंट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अकॉर्डिंग,correct spelling,high,in reference vocabulary
टू,correct spelling,high,in reference vocabulary
त्योहारों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
संस्कृति,correct spelling,high,in reference vocabulary
पीढ़ियों,correct spelling,high,in reference vocabulary
बदले,correct spelling,high,in reference vocabulary
विकसित,correct spelling,high,in reference vocabulary
थैंक,correct spelling,high,in reference vocabulary
आं,correct spelling,high,in reference vocabulary
चाहेगी,correct spelling,high,in reference vocabulary
संतुष्टि,correct spelling,high,in reference vocabulary
मिली,correct spelling,high,in reference vocabulary
अहसास,correct spelling,high,in reference vocabulary
दिलाएगा,correct spelling,high,in reference vocabulary
इनसे,correct spelling,high,in reference vocabulary
इंसीडेंट,correct spelling,high,in reference vocabulary
बूढ़े,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
व्यक्ति,correct spelling,high,in reference vocabulary
यूजुअली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बाबा,correct spelling,high,in reference vocabulary
उम्म,correct spelling,high,in reference vocabulary
सीट,correct spelling,high,in reference vocabulary
बैठ,correct spelling,high,in reference vocabulary
जाइए,correct spelling,high,in reference vocabulary
क्योकि,correct spelling,high,in reference vocabulary
फर्श,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बैठेंगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सेटल,correct spelling,high,in reference vocabulary
बॉटल,correct spelling,high,in reference vocabulary
पूछा,correct spelling,high,in reference vocabulary
वानी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पीना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बोतल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कप,correct spelling,high,in reference vocabulary
सवाल,correct spelling,high,in reference vocabulary
उन्होंने,correct spelling,high,in reference vocabulary
कुछकुछ,correct spelling,high,in reference vocabulary
बिल्कुलह्म्म,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अनजान,correct spelling,high,in reference vocabulary
मदद,correct spelling,high,in reference vocabulary
बढ़ते,correct spelling,high,in reference vocabulary
छण,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दौड़ते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एक्चुअली,correct spelling,high,Known English loanword correctly transcribed in Devanagari
घमनतु,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एहसास,correct spelling,high,in reference vocabulary
दिलवा,correct spelling,high,in reference vocabulary
गलती,correct spelling,high,in reference vocabulary
वाकया,correct spelling,high,in reference vocabulary
सुनाऊं,correct spelling,high,in reference vocabulary
यूजअली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जस्ट,correct spelling,high,in reference vocabulary
लाइक,correct spelling,high,in reference vocabulary
बंदे,correct spelling,high,in reference vocabulary
वेटिंग,correct spelling,high,in reference vocabulary
चौबीस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गेस्टर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कीजिए,correct spelling,high,in reference vocabulary
ख़ड़े,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रहेंगे,correct spelling,high,in reference vocabulary
कौनसा,correct spelling,high,in reference vocabulary
ऑफर,correct spelling,high,in reference vocabulary
नींद,correct spelling,high,in reference vocabulary
उसने,correct spelling,high,in reference vocabulary
एसा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इटली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लौकी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शर्म,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टच,correct spelling,high,in reference vocabulary
पैर,correct spelling,high,in reference vocabulary
धीरे,correct spelling,high,in reference vocabulary
सरकने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सेवंटी,correct spelling,high,in reference vocabulary
परसेंट,correct spelling,high,in reference vocabulary
कैप्चर,correct spelling,high,in reference vocabulary
सोने,correct spelling,high,in reference vocabulary
हल्का,correct spelling,high,in reference vocabulary
खिसक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नीद्,incorrect spelling,low,misspelling patterns: halant at word end
मारते,correct spelling,high,in reference vocabulary
बई,correct spelling,high,in reference vocabulary
मेम,correct spelling,high,in reference vocabulary
चलो,correct spelling,high,in reference vocabulary
बिकाता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एक्सीडेंट,correct spelling,high,in reference vocabulary
बेगर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अं,correct spelling,high,in reference vocabulary
मांगते,correct spelling,high,in reference vocabulary
रोल्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खाएंगे,correct spelling,high,in reference vocabulary
मौज,correct spelling,high,in reference vocabulary
नशा,correct spelling,high,in reference vocabulary
पटना,correct spelling,high,in reference vocabulary
शिखा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अरे,correct spelling,high,in reference vocabulary
व्हाइटनर,correct spelling,high,in reference vocabulary
वाइटनर,correct spelling,high,in reference vocabulary
सुंगते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
देखो,correct spelling,high,in reference vocabulary
वांटिक्वास,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लाद,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अधिक,correct spelling,high,in reference vocabulary
प्लास्टिक,correct spelling,high,in reference vocabulary
वामफिक्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सूंघते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पेट्रोल,correct spelling,high,in reference vocabulary
महक,correct spelling,high,in reference vocabulary
सूंघ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लोगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नशे,correct spelling,high,in reference vocabulary
इससे,correct spelling,high,in reference vocabulary
बेचारी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हेल्प,correct spelling,high,in reference vocabulary
मानता,correct spelling,high,in reference vocabulary
बेहतर,correct spelling,high,in reference vocabulary
अफसर,correct spelling,high,in reference vocabulary
मांग,correct spelling,high,in reference vocabulary
बढ़ा,correct spelling,high,in reference vocabulary
उमीद,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दुआ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सहल्प,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जरूरत,correct spelling,high,in reference vocabulary
मन्द,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
करूँ,correct spelling,high,in reference vocabulary
हाँनेकस्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रवृत्ति,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आंतरिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मूल्य,correct spelling,high,in reference vocabulary
प्रेरित,correct spelling,high,in reference vocabulary
करुणा,correct spelling,high,in reference vocabulary
भाव,correct spelling,high,in reference vocabulary
उत्पन्न,correct spelling,high,in reference vocabulary
भले,correct spelling,high,in reference vocabulary
करा,correct spelling,high,in reference vocabulary
इसका,correct spelling,high,in reference vocabulary
इंसान,correct spelling,high,in reference vocabulary
इंसानियत,correct spelling,high,in reference vocabulary
पहचाना,correct spelling,high,in reference vocabulary
तौर,correct spelling,high,in reference vocabulary
करेंगे,correct spelling,high,in reference vocabulary
कहलायेंगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मायने,correct spelling,high,in reference vocabulary
रखता,correct spelling,high,in reference vocabulary
करे,correct spelling,high,in reference vocabulary
किसीकी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आत्मग्लानि,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पाएगा,correct spelling,high,in reference vocabulary
चाहता,correct spelling,high,in reference vocabulary
उम्मीद,correct spelling,high,in reference vocabulary
रखि,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
करेगा,correct spelling,high,in reference vocabulary
एकदम,correct spelling,high,in reference vocabulary
समाज,correct spelling,high,in reference vocabulary
व्यक्तिगत,correct spelling,high,in reference vocabulary
झुक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सामुदायिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सहयोग,correct spelling,high,in reference vocabulary
फैसले,correct spelling,high,in reference vocabulary
भला,correct spelling,high,in reference vocabulary
माइंड,correct spelling,high,in reference vocabulary
प्रायरिटी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नकारते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गणना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मोस्ट,correct spelling,high,in reference vocabulary
जाड़ों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सर्दियों,correct spelling,high,in reference vocabulary
अम,correct spelling,high,in reference vocabulary
उनने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रेड,correct spelling,high,in reference vocabulary
रोकी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
तोह,correct spelling,high,in reference vocabulary
बड़ा,correct spelling,medium,in reference vocabulary; not NFC normalized
काप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वाकई,correct spelling,high,in reference vocabulary
कीस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भिखारी,correct spelling,high,in reference vocabulary
इनका,correct spelling,high,in reference vocabulary
धंधा,correct spelling,high,in reference vocabulary
सचमुच,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बीमार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कांप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बेचारा,correct spelling,high,in reference vocabulary
बूढ़ा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बिचारे,correct spelling,high,in reference vocabulary
कंबल,correct spelling,high,in reference vocabulary
बीमर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चलोगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नियर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हॉस्पिटल,correct spelling,high,in reference vocabulary
चेकअप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उसपे,correct spelling,high,in reference vocabulary
हमे,correct spelling,high,in reference vocabulary
डॉक्टर,correct spelling,high,in reference vocabulary
कहने,correct spelling,high,in reference vocabulary
सड़क,correct spelling,high,in reference vocabulary
उठाकर,correct spelling,high,in reference vocabulary
मरता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
देखें,correct spelling,high,in reference vocabulary
इलाज,correct spelling,high,in reference vocabulary
पट्टी,correct spelling,high,in reference vocabulary
बट्टी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दवाई,correct spelling,high,in reference vocabulary
एहसान,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
माना,correct spelling,high,in reference vocabulary
साब,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दिला,correct spelling,high,in reference vocabulary
मांगा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बि,correct spelling,high,in reference vocabulary
चाहें,correct spelling,high,in reference vocabulary
दियाभाई,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
देर,correct spelling,high,in reference vocabulary
पहुंचेंगे,correct spelling,high,in reference vocabulary
घंटा,correct spelling,high,in reference vocabulary
दिलवाई,correct spelling,high,in reference vocabulary
दिलवाया,correct spelling,high,in reference vocabulary
हम्मम्म,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जेनुइन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रशन,correct spelling,high,in reference vocabulary
करूं,correct spelling,high,in reference vocabulary
नुकस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पहुंचाएगा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सीधा,correct spelling,high,in reference vocabulary
साधा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चलाकी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
औरतें,correct spelling,high,in reference vocabulary
भीख,correct spelling,high,in reference vocabulary
इंसिडेंट,correct spelling,high,in reference vocabulary
मेट्रो,correct spelling,high,in reference vocabulary
उतरी,correct spelling,high,in reference vocabulary
खतरनाक,correct spelling,high,in reference vocabulary
ऑटो,correct spelling,high,in reference vocabulary
ढूंढ,correct spelling,high,in reference vocabulary
राजस्थान,correct spelling,high,in reference vocabulary
लहंगा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
औरते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गोद,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मांगती,correct spelling,high,in reference vocabulary
लगी,correct spelling,high,in reference vocabulary
भैया,correct spelling,high,in reference vocabulary
औरतों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
घेर,correct spelling,high,in reference vocabulary
वैग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बताओ,correct spelling,high,in reference vocabulary
अंतर,correct spelling,high,in reference vocabulary
जोर,correct spelling,high,in reference vocabulary
मुक्का,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मार,correct spelling,high,in reference vocabulary
हटो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सबने,correct spelling,high,in reference vocabulary
सिर्फ,correct spelling,high,in reference vocabulary
किसका,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भरोसा,correct spelling,high,in reference vocabulary
दोगे,correct spelling,high,in reference vocabulary
पड़ा,correct spelling,high,in reference vocabulary
रुमाल,correct spelling,high,in reference vocabulary
सिक,correct spelling,high,in reference vocabulary
उं,correct spelling,high,in reference vocabulary
शिखर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कलकत्ता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चढ़े,correct spelling,high,in reference vocabulary
म्म,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
औ,incorrect spelling,low,"single character, likely noise"
देनी,correct spelling,high,in reference vocabulary
मांगे,correct spelling,high,in reference vocabulary
दैनियता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भावना,correct spelling,high,in reference vocabulary
दया,correct spelling,high,in reference vocabulary
मानिये,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गुण,correct spelling,high,in reference vocabulary
नैतिक,correct spelling,high,in reference vocabulary
इमानदारी,correct spelling,high,in reference vocabulary
भावनाएं,correct spelling,high,in reference vocabulary
दयालू,correct spelling,high,in reference vocabulary
फल,correct spelling,high,in reference vocabulary
जानवरों,correct spelling,high,in reference vocabulary
प्रति,correct spelling,high,in reference vocabulary
बुढो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
स्कूलों,correct spelling,high,in reference vocabulary
सिखाते,correct spelling,high,in reference vocabulary
सीखो,correct spelling,high,in reference vocabulary
रखो,correct spelling,high,in reference vocabulary
देया,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
छमा,correct spelling,high,in reference vocabulary
छ,correct spelling,high,in reference vocabulary
किसीने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भई,correct spelling,high,in reference vocabulary
सौरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भा,correct spelling,high,in reference vocabulary
जानवर,correct spelling,high,in reference vocabulary
बेचारे,correct spelling,high,in reference vocabulary
उनपे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गरीब,correct spelling,high,in reference vocabulary
बिल्कुल-,correct spelling,medium,non-standard characters; in reference vocabulary
पाते,correct spelling,high,in reference vocabulary
ग्लानि,correct spelling,high,in reference vocabulary
बिगड़ता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गिरते,correct spelling,high,in reference vocabulary
गिरजा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आम,correct spelling,high,in reference vocabulary
देखता,correct spelling,high,in reference vocabulary
जमाना,correct spelling,high,in reference vocabulary
करिएगा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उन्नीस,correct spelling,high,in reference vocabulary
सेकेंड,correct spelling,high,in reference vocabulary
गयी,correct spelling,high,in reference vocabulary
व्यक्तिकत,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ओरी,correct spelling,high,in reference vocabulary
बढ़,correct spelling,high,in reference vocabulary
समुहाई,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जाओं,correct spelling,high,in reference vocabulary
प्रत्यक्ष,correct spelling,high,in reference vocabulary
नुकसान,correct spelling,high,in reference vocabulary
करूँगी,correct spelling,high,in reference vocabulary
चाहूंगी,correct spelling,high,in reference vocabulary
पढ़े,correct spelling,high,in reference vocabulary
ह्म्म्म,correct spelling,high,in reference vocabulary
प्रोफेसर,correct spelling,high,in reference vocabulary
सब्जेक्ट,correct spelling,high,in reference vocabulary
हुम,correct spelling,high,in reference vocabulary
बताऊं,correct spelling,high,in reference vocabulary
काफ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मोज,correct spelling,high,in reference vocabulary
स्टडी,correct spelling,high,in reference vocabulary
फन,correct spelling,high,in reference vocabulary
